Prophage	Defense_System	System_Type	System_Subtype	Coverage
GCA_963433245.1_t154_d1_B4.1/CAULAQ010000006.1_provirus_84030_120264	GCA_963433245.1_t154_PD-Lambda-5_3	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003836005.1_ASM383600v1/NSRQ01000006.1_provirus_424632_438491	GCA_003836005.1_ASM383600v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_019167165.1_ASM1916716v1/JAHTCK010000010.1_provirus_2064_41517	GCA_019167165.1_ASM1916716v1_AbiU_1	AbiU	AbiU	100.00%
GCA_021705215.1_PDT000753291.1/DAFRXH010000018.1_provirus_114891_131788	GCA_021705215.1_PDT000753291.1_Gabija_1	Gabija	Gabija	100.00%
GCA_023940285.1_PDT001346230.1/DAHNST010000006.1_provirus_1955_41408	GCA_023940285.1_PDT001346230.1_AbiU_1	AbiU	AbiU	100.00%
GCA_003629735.1_ASM362973v1/RAEH01000053.1_provirus_18177_29551	GCA_003629735.1_ASM362973v1_RloC_6	RloC	RloC	100.00%
GCA_949077425.1_ID25_239_19_S35_scaffolds/CARURK010000026.1_provirus_53323_66568	GCA_949077425.1_ID25_Rst_HelicaseDUF2290_2	Rst_HelicaseDUF2290	Rst_HelicaseDUF2290	100.00%
GCA_021699355.1_PDT000753409.1/DAFRNU010000002.1_provirus_99489_135152	GCA_021699355.1_PDT000753409.1_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_001812145.1_ASM181214v1/KV807921.1_provirus_88734_136614	GCA_001812145.1_ASM181214v1_BstA_1	BstA	BstA	100.00%
GCA_002134915.1_ASM213491v1/NDFT01000019.1_provirus_34070_77424	GCA_002134915.1_ASM213491v1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_000481965.1_Pseu_aeru_MSH10_V1/KI519294.1_provirus_1616334_1670988	GCA_000481965.1_Pseu_HEC-04_2	HEC-04	HEC-04	100.00%
GCA_025799045.1_ASM2579904v1/JAOXOZ010000026.1_provirus_33905_77259	GCA_025799045.1_ASM2579904v1_ShosTA_6	ShosTA	ShosTA	100.00%
GCA_015764325.1_ASM1576432v1/JADTFY010000003.1_provirus_97207_138366	GCA_015764325.1_ASM1576432v1_Gabija_1	Gabija	Gabija	100.00%
GCA_003412225.2_ASM341222v2/QVDY02000034.1_provirus_77_36831	GCA_003412225.2_ASM341222v2_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003412225.2_ASM341222v2/QVDY02000034.1_provirus_77_36831	GCA_003412225.2_ASM341222v2_AbiD_1	AbiD	AbiD	100.00%
GCA_003176695.1_ASM317669v1/QGSM01000012.1_provirus_906571_944444	GCA_003176695.1_ASM317669v1_GAPS4_2	GAPS4	GAPS4	100.00%
GCA_015627075.1_ASM1562707v1/WOEG01000008.1_provirus_60449_73283	GCA_015627075.1_ASM1562707v1_Septu_4	Septu	Septu	100.00%
GCA_030368515.1_ASM3036851v1/JASAGM010000008.1_provirus_55232_94031	GCA_030368515.1_ASM3036851v1_PD-Lambda-5_8	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_022552855.1_ASM2255285v1/JAJPMU010000004.1_provirus_370509_417899	GCA_022552855.1_ASM2255285v1_RloC_6	RloC	RloC	100.00%
GCA_003055465.1_ASM305546v1/QBEH01000005.1_provirus_127776_163577	GCA_003055465.1_ASM305546v1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_902203865.1_BS3366/CABISJ010000001.1_provirus_172678_211622	GCA_902203865.1_BS3366_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_902203865.1_BS3366/CABISJ010000019.1_provirus_56576_87905	GCA_902203865.1_BS3366_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_003698745.1_ASM369874v1/MCMR01000022.1_provirus_79275_94925	GCA_003698745.1_ASM369874v1_RM_Type_I_21	RM	RM_Type_I	100.00%
GCA_033657645.1_ASM3365764v1/JAVSMX010000018.1_provirus_126520_145085	GCA_033657645.1_ASM3365764v1_ShosTA_9	ShosTA	ShosTA	100.00%
GCA_963440555.1_t100_d1_D7.1/CAUMCH010000002.1_provirus_329190_374669	GCA_963440555.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_901035065.1_ILI/CAAKMS010000149.1_provirus_286260_322771	GCA_901035065.1_ILI_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963433545.1_p23_d1_D8.1/CAULBU010000011.1_provirus_55161_92526	GCA_963433545.1_p23_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_013178815.1_ASM1317881v1/JABLUO010000012.1_provirus_100469_137052	GCA_013178815.1_ASM1317881v1_RosmerTA_9	RosmerTA	RosmerTA	58.80%
GCA_963429245.1_t139_d1_E1.1/CAUKLG010000006.1_provirus_59674_69665	GCA_963429245.1_t139_PARIS_II_3	Paris	PARIS_II	62.22%
GCA_963429245.1_t139_d1_E1.1/CAUKLG010000010.1_provirus_98384_147696	GCA_963429245.1_t139_BstA_1	BstA	BstA	100.00%
GCA_003631365.1_ASM363136v1/RABE01000079.1_provirus_433424_481209	GCA_003631365.1_ASM363136v1_RM_Type_I_12	RM	RM_Type_I	100.00%
GCA_003631365.1_ASM363136v1/RABE01000079.1_provirus_433424_481209	GCA_003631365.1_ASM363136v1_DarTG_3	DarTG	DarTG	100.00%
GCA_031847875.1_ASM3184787v1/JASCHL010000020.1_provirus_53992_66107	GCA_031847875.1_ASM3184787v1_Menshen_3	Menshen	Menshen	100.00%
GCA_003053445.1_ASM305344v1/QAYT01000051.1_provirus_160504_180272	GCA_003053445.1_ASM305344v1_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_001874975.1_ASM187497v1/MPBQ01000001.1_provirus_2_16982	GCA_001874975.1_ASM187497v1_Druantia_II_2	Druantia	Druantia_II	40.78%
GCA_963441505.1_t156_s_H6.1/CAUMGN010000015.1_provirus_2_15595	GCA_963441505.1_t156_RM_Type_II_10	RM	RM_Type_II	100.00%
GCA_029961265.1_ASM2996126v1/CP124624.1_provirus_4903469_4914864	GCA_029961265.1_ASM2996126v1_Septu_3	Septu	Septu	100.00%
GCA_022553015.1_ASM2255301v1/JAJPND010000017.1_provirus_23958_34028	GCA_022553015.1_ASM2255301v1_RM_Type_II_6	RM	RM_Type_II	39.50%
GCA_024507915.1_ASM2450791v1/CP101911.1_provirus_2450883_2473763	GCA_024507915.1_ASM2450791v1_SspBCDE_4	SspBCDE	SspBCDE	100.00%
GCA_963427575.1_p51_d1_C6.1/CAUKFH010000003.1_provirus_254654_302595	GCA_963427575.1_p51_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_029988415.1_ASM2998841v1/JASAQK010000008.1_provirus_88787_142428	GCA_029988415.1_ASM2998841v1_BstA_1	BstA	BstA	100.00%
GCA_027583535.1_ASM2758353v1/JAMOGM010000002.1_provirus_105370_150562	GCA_027583535.1_ASM2758353v1_PD-T7-4_6	PD-T7-4	PD-T7-4	100.00%
GCA_963429495.1_p78_d1_G2.1/CAUKLV010000002.1_provirus_294085_321424	GCA_963429495.1_p78_RloC_4	RloC	RloC	100.00%
GCA_018724905.1_ASM1872490v1/JAHBSE010000010.1_provirus_2033757_2087968	GCA_018724905.1_ASM1872490v1_BstA_1	BstA	BstA	100.00%
GCA_963431015.1_t16_s_G6.1/CAUKRN010000002.1_provirus_329190_374641	GCA_963431015.1_t16_AbiU_1	AbiU	AbiU	100.00%
GCA_902204165.1_BS3410/CABITP010000003.1_provirus_345200_384144	GCA_902204165.1_BS3410_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_902204165.1_BS3410/CABITP010000019.1_provirus_51743_71025	GCA_902204165.1_BS3410_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_028064015.1_PDT000932677.1/ABKGOP010000071.1_provirus_3_5356	GCA_028064015.1_PDT000932677.1_Rst_3HP_4	Rst_3HP	Rst_3HP	24.28%
GCA_030411385.1_ASM3041138v1/JAUFRP010000004.1_provirus_25511_50585	GCA_030411385.1_ASM3041138v1_PrrC_5	PrrC	PrrC	100.00%
GCA_001414085.1_ASM141408v1/LKPT01000001.1_provirus_207957_264284	GCA_001414085.1_ASM141408v1_BstA_2	BstA	BstA	100.00%
GCA_007004495.1_ASM700449v1/VJMV01000003.1_provirus_428638_482929	GCA_007004495.1_ASM700449v1_DS-6_1	DS-6	DS-6	100.00%
GCA_006704895.1_ASM670489v1/VIIG01000004.1_provirus_33573_76007	GCA_006704895.1_ASM670489v1_ShosTA_6	ShosTA	ShosTA	100.00%
GCA_963445275.1_t101_srt_H2.1/CAUMKR010000011.1_provirus_1_32048	GCA_963445275.1_t101_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_032469795.1_ASM3246979v1/JAUZBP010000003.1_provirus_265520_300377	GCA_032469795.1_ASM3246979v1_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_032469795.1_ASM3246979v1/JAUZBP010000016.1_provirus_24297_65399	GCA_032469795.1_ASM3246979v1_Hma_5	Hma	Hma	100.00%
GCA_032469795.1_ASM3246979v1/JAUZBP010000016.1_provirus_24297_65399	GCA_032469795.1_ASM3246979v1_HEC-02_3	HEC-02	HEC-02	100.00%
GCA_032469795.1_ASM3246979v1/JAUZBP010000016.1_provirus_24297_65399	GCA_032469795.1_ASM3246979v1_HEC-08_4	HEC-08	HEC-08	100.00%
GCA_015733705.1_ASM1573370v1/JADSMS010000004.1_provirus_214980_251970	GCA_015733705.1_ASM1573370v1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_026014395.1_ASM2601439v1/JANUXB010000018.1_provirus_97730_140134	GCA_026014395.1_ASM2601439v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_963440185.1_t96_d1_E6.1/CAUMAX010000015.1_provirus_43626_57896	GCA_963440185.1_t96_PD-T4-5_2	PD-T4-5	PD-T4-5	100.00%
GCA_963440185.1_t96_d1_E6.1/CAUMAX010000015.1_provirus_43626_57896	GCA_963440185.1_t96_CBASS_II_5	CBASS	CBASS_II	100.00%
GCA_030738305.1_ASM3073830v1/JARKJM010000007.1_provirus_195142_239451	GCA_030738305.1_ASM3073830v1_CBASS_II_12	CBASS	CBASS_II	43.89%
GCA_004373765.1_ASM437376v1/RWRT01000025.1_provirus_22213_36168	GCA_004373765.1_ASM437376v1_Dpd_6	Dpd	Dpd	24.93%
GCA_963439735.1_t169_d1_C1.1/CAULZJ010000012.1_provirus_160708_189439	GCA_963439735.1_t169_RM_Type_I_11	RM	RM_Type_I	100.00%
GCA_963439735.1_t169_d1_C1.1/CAULZJ010000012.1_provirus_160708_189439	GCA_963439735.1_t169_CBASS_I_10	CBASS	CBASS_I	100.00%
GCA_963439735.1_t169_d1_C1.1/CAULZJ010000012.1_provirus_160708_189439	GCA_963439735.1_t169_PsyrTA_2	PsyrTA	PsyrTA	100.00%
GCA_963439735.1_t169_d1_C1.1/CAULZJ010000012.1_provirus_160708_189439	GCA_963439735.1_t169_AbiE_1	AbiE	AbiE	60.56%
GCA_031847705.1_ASM3184770v1/JASCIJ010000002.1_provirus_436319_477816	GCA_031847705.1_ASM3184770v1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_003629085.1_ASM362908v1/RAFO01000036.1_provirus_114633_129644	GCA_003629085.1_ASM362908v1_RosmerTA_7	RosmerTA	RosmerTA	58.80%
GCA_003629085.1_ASM362908v1/RAFO01000165.1_provirus_34257_71257	GCA_003629085.1_ASM362908v1_PD-T7-4_6	PD-T7-4	PD-T7-4	100.00%
GCA_025791595.1_ASM2579159v1/JAOXKZ010000001.1_provirus_432552_478179	GCA_025791595.1_ASM2579159v1_AbiU_1	AbiU	AbiU	100.00%
GCA_021061005.1_ASM2106100v1/JAIGZK010000115.1_provirus_90381_111304	GCA_021061005.1_ASM2106100v1_Gabija_9	Gabija	Gabija	100.00%
GCA_021061005.1_ASM2106100v1/JAIGZK010000142.1_provirus_2_32517	GCA_021061005.1_ASM2106100v1_DS-1_7	DS-1	DS-1	100.00%
GCA_016921805.1_ASM1692180v1/JAFFUP010000009.1_provirus_164709_208944	GCA_016921805.1_ASM1692180v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_029961365.1_ASM2996136v1/CP124643.1_provirus_6545653_6556011	GCA_029961365.1_ASM2996136v1_PfiAT_13	PfiAT	PfiAT	100.00%
GCA_000481265.1_Pseu_aeru_BWH022_V1/KI519017.1_provirus_2507925_2543392	GCA_000481265.1_Pseu_Tiamat_12	Tiamat	Tiamat	100.00%
GCA_963427185.1_t92_d1_A12.1/CAUKEB010000010.1_provirus_120821_133888	GCA_963427185.1_t92_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_002134965.1_ASM213496v1/NDFW01000027.1_provirus_33915_77269	GCA_002134965.1_ASM213496v1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_025791105.1_ASM2579110v1/JAOXJY010000003.1_provirus_113202_150375	GCA_025791105.1_ASM2579110v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_025791105.1_ASM2579110v1/JAOXJY010000006.1_provirus_326205_335579	GCA_025791105.1_ASM2579110v1_Rst_3HP_7	Rst_3HP	Rst_3HP	24.28%
GCA_004373425.1_ASM437342v1/RWSH01000001.1_provirus_499146_540524	GCA_004373425.1_ASM437342v1_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_025922005.1_PDT001471610.1/DAJRUQ010000032.1_provirus_52541_63044	GCA_025922005.1_PDT001471610.1_Rst_3HP_4	Rst_3HP	Rst_3HP	24.28%
GCA_025799965.1_ASM2579996v1/JAOXQV010000003.1_provirus_404444_418431	GCA_025799965.1_ASM2579996v1_RM_Type_IV_20	RM	RM_Type_IV	100.00%
GCA_025799965.1_ASM2579996v1/JAOXQV010000003.1_provirus_404444_418431	GCA_025799965.1_ASM2579996v1_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_003332755.1_ASM333275v1/QDGO01000035.1_provirus_2_41520	GCA_003332755.1_ASM333275v1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_020640555.1_ASM2064055v1/JAJDSH010000001.1_provirus_376266_391087	GCA_020640555.1_ASM2064055v1_Retron_III_10	Retron	Retron_III	100.00%
GCA_025003145.1_PDT001388372.1/DAIZME010000007.1_provirus_132746_169481	GCA_025003145.1_PDT001388372.1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_000791305.1_AZPAE14927/JTRO01000039.1_provirus_904_28522	GCA_000791305.1_AZPAE14927_PD-T7-4_3	PD-T7-4	PD-T7-4	100.00%
GCA_963435385.1_p33_d1_H1.1/CAULIU010000020.1_provirus_3696_40042	GCA_963435385.1_p33_PD-T7-4_5	PD-T7-4	PD-T7-4	100.00%
GCA_000793185.1_AZPAE15055/JTMR01000001.1_provirus_53215_67001	GCA_000793185.1_AZPAE15055_RM_Type_IV_15	RM	RM_Type_IV	100.00%
GCA_000793185.1_AZPAE15055/JTMR01000001.1_provirus_53215_67001	GCA_000793185.1_AZPAE15055_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_031210845.1_ASM3121084v1/JAVABJ010000002.1_provirus_140732_229829	GCA_031210845.1_ASM3121084v1_RosmerTA_4	RosmerTA	RosmerTA	58.80%
GCA_031210845.1_ASM3121084v1/JAVABJ010000002.1_provirus_140732_229829	GCA_031210845.1_ASM3121084v1_DS-6_1	DS-6	DS-6	100.00%
GCA_027857165.1_ASM2785716v1/JAOUTB010000016.1_provirus_52561_63064	GCA_027857165.1_ASM2785716v1_Rst_3HP_8	Rst_3HP	Rst_3HP	24.28%
GCA_003835335.1_ASM383533v1/NSOL01000017.1_provirus_53432_62555	GCA_003835335.1_ASM383533v1_RM_Type_IV_6	RM	RM_Type_IV	0.97%
GCA_003835335.1_ASM383533v1/NSOL01000002.1_provirus_539618_576615	GCA_003835335.1_ASM383533v1_DS-1_1	DS-1	DS-1	100.00%
GCA_003411635.2_ASM341163v2/QVCQ02000016.1_provirus_21570_58896	GCA_003411635.2_ASM341163v2_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_024719875.1_ASM2471987v1/JANKWK010000080.1_provirus_29875_38892	GCA_024719875.1_ASM2471987v1_RM_Type_III_21	RM	RM_Type_III	10.25%
GCA_015738085.1_ASM1573808v1/JADSQS010000001.1_provirus_120776_158195	GCA_015738085.1_ASM1573808v1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_019166265.1_ASM1916626v1/JAHTDO010000023.1_provirus_55834_95053	GCA_019166265.1_ASM1916626v1_PD-T7-4_7	PD-T7-4	PD-T7-4	100.00%
GCA_019166265.1_ASM1916626v1/JAHTDO010000031.1_provirus_25289_77350	GCA_019166265.1_ASM1916626v1_Zorya_TypeI_9	Zorya	Zorya_TypeI	64.33%
GCA_032321015.1_PDT001831924.1/ABNGXI010000021.1_provirus_3_16699	GCA_032321015.1_PDT001831924.1_Gabija_1	Gabija	Gabija	100.00%
GCA_030248835.1_ASM3024883v1/JASERN010000004.1_provirus_120739_157225	GCA_030248835.1_ASM3024883v1_PD-Lambda-5_3	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_002285195.1_ASM228519v1/NQZU01000016.1_provirus_64442_117449	GCA_002285195.1_ASM228519v1_Hachiman_2	Hachiman	Hachiman	100.00%
GCA_020179945.1_ASM2017994v1/JAIPTJ010000011.1_provirus_23896_35607	GCA_020179945.1_ASM2017994v1_RM_Type_II_6	RM	RM_Type_II	61.39%
GCA_963436125.1_p51_d1_B5.1/CAULLR010000006.1_provirus_135658_183599	GCA_963436125.1_p51_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_003319235.1_ASM331923v1/CP030861.1_provirus_6738231_6773153	GCA_003319235.1_ASM331923v1_Tiamat_12	Tiamat	Tiamat	100.00%
GCA_003632905.1_ASM363290v1/RAAE01000133.1_provirus_268804_309826	GCA_003632905.1_ASM363290v1_BstA_1	BstA	BstA	100.00%
GCA_025780695.1_ASM2578069v1/JAOXGO010000017.1_provirus_37526_92737	GCA_025780695.1_ASM2578069v1_RloC_4	RloC	RloC	100.00%
GCA_034499075.1_PDT002035957.1/ABPNSW010000003.1_provirus_26247_75546	GCA_034499075.1_PDT002035957.1_Gabija_2	Gabija	Gabija	100.00%
GCA_034438335.1_ASM3443833v1/JAVDZO010000001.1_provirus_464114_515801	GCA_034438335.1_ASM3443833v1_DS-6_3	DS-6	DS-6	100.00%
GCA_033091075.1_ASM3309107v1/STXY01000028.1_provirus_30801_71703	GCA_033091075.1_ASM3309107v1_ShosTA_7	ShosTA	ShosTA	100.00%
GCA_019686205.1_ASM1968620v1/JADIPC010000019.1_provirus_211_37451	GCA_019686205.1_ASM1968620v1_Gao_Qat_6	Gao_Qat	Gao_Qat	100.00%
GCA_021513415.1_ASM2151341v1/CP069325.1_provirus_1502284_1516143	GCA_021513415.1_ASM2151341v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_014712765.1_ASM1471276v1/JACXLF010000009.1_provirus_59522_110179	GCA_014712765.1_ASM1471276v1_PD-Lambda-5_12	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003976585.1_ASM397658v1/RXEX01000018.1_provirus_115983_152983	GCA_003976585.1_ASM397658v1_PD-T7-4_10	PD-T7-4	PD-T7-4	100.00%
GCA_031210735.1_ASM3121073v1/JAVABO010000003.1_provirus_123113_170230	GCA_031210735.1_ASM3121073v1_PD-Lambda-5_13	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_004123425.1_ASM412342v1/SDVJ01000002.1_provirus_239300_276781	GCA_004123425.1_ASM412342v1_DS-4_1	DS-4	DS-4	100.00%
GCA_021060785.1_ASM2106078v1/JAIGZI010000047.1_provirus_21194_31697	GCA_021060785.1_ASM2106078v1_Rst_3HP_8	Rst_3HP	Rst_3HP	24.28%
GCA_028595605.1_ASM2859560v1/JAPWKY010000006.1_provirus_434_43497	GCA_028595605.1_ASM2859560v1_ShosTA_4	ShosTA	ShosTA	94.23%
GCA_003840495.1_ASM384049v1/NSWX01000009.1_provirus_109764_145983	GCA_003840495.1_ASM384049v1_RosmerTA_5	RosmerTA	RosmerTA	62.75%
GCA_034046615.1_ASM3404661v1/JAXCMQ010000001.1_provirus_1537023_1575634	GCA_034046615.1_ASM3404661v1_GAPS4_2	GAPS4	GAPS4	100.00%
GCA_002239445.1_ASM223944v1/NLBE01000062.1_provirus_206671_245133	GCA_002239445.1_ASM223944v1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_033090495.1_ASM3309049v1/STYY01000051.1_provirus_213_14358	GCA_033090495.1_ASM3309049v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_028567515.1_ASM2856751v1/JAPUWB010000014.1_provirus_71309_122790	GCA_028567515.1_ASM2856751v1_RM_Type_III_1	RM	RM_Type_III	100.00%
GCA_021061205.1_ASM2106120v1/JAIGZV010000106.1_provirus_2_32517	GCA_021061205.1_ASM2106120v1_DS-1_7	DS-1	DS-1	100.00%
GCA_021061205.1_ASM2106120v1/JAIGZV010000155.1_provirus_90381_111304	GCA_021061205.1_ASM2106120v1_Gabija_9	Gabija	Gabija	100.00%
GCA_021661615.2_ASM2166161v2/CP132108.1_provirus_2531785_2577236	GCA_021661615.2_ASM2166161v2_AbiU_1	AbiU	AbiU	100.00%
GCA_003837085.1_ASM383708v1/NSRS01000001.1_provirus_479619_506106	GCA_003837085.1_ASM383708v1_SspBCDE_3	SspBCDE	SspBCDE	100.00%
GCA_001453545.1_WH-SGI-V-07678/LLRY01000006.1_provirus_91431_116231	GCA_001453545.1_WH-SGI-V-07678_Gabija_2	Gabija	Gabija	100.00%
GCA_003628905.1_ASM362890v1/RAFX01000103.1_provirus_938_28556	GCA_003628905.1_ASM362890v1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_024371255.1_PDT001363418.1/DAIHRP010000005.1_provirus_97729_140133	GCA_024371255.1_PDT001363418.1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_023933385.1_ASM2393338v1/JALIUY010000009.1_provirus_11260_35050	GCA_023933385.1_ASM2393338v1_RM_Type_I_3	RM	RM_Type_I	44.48%
GCA_023933385.1_ASM2393338v1/JALIUY010000009.1_provirus_11260_35050	GCA_023933385.1_ASM2393338v1_Zorya_TypeI_1	Zorya	Zorya_TypeI	41.30%
GCA_000792785.1_AZPAE15006/JTOO01000037.1_provirus_33540_71833	GCA_000792785.1_AZPAE15006_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_027583575.1_ASM2758357v1/JAMOGO010000002.1_provirus_281736_320309	GCA_027583575.1_ASM2758357v1_PD-T7-4_9	PD-T7-4	PD-T7-4	100.00%
GCA_015735355.1_ASM1573535v1/JADSNX010000005.1_provirus_267524_304765	GCA_015735355.1_ASM1573535v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963442605.1_p56_s_D6.1/CAUMKF010000004.1_provirus_60223_106793	GCA_963442605.1_p56_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_013434835.1_ASM1343483v1/JAAOGJ010000007.1_provirus_294181_362312	GCA_013434835.1_ASM1343483v1_RosmerTA_5	RosmerTA	RosmerTA	58.80%
GCA_963427655.1_t165_d1_E1.1/CAUKFU010000020.1_provirus_101152_132584	GCA_963427655.1_t165_DS-1_7	DS-1	DS-1	100.00%
GCA_029990085.1_ASM2999008v1/JASASV010000002.1_provirus_538586_576006	GCA_029990085.1_ASM2999008v1_PD-Lambda-5_11	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_025129575.1_ASM2512957v1/JANYWE010000001.1_provirus_297664_305972	GCA_025129575.1_ASM2512957v1_Gao_Upx_1	Gao_Upx	Gao_Upx	100.00%
GCA_031822595.1_ASM3182259v1/JAVQOK010000009.1_provirus_691_37182	GCA_031822595.1_ASM3182259v1_RloC_2	RloC	RloC	100.00%
GCA_963454775.1_t146_d1_A10.1/CAUOFG010000026.1_provirus_57391_74448	GCA_963454775.1_t146_RM_Type_II_15	RM	RM_Type_II	100.00%
GCA_027571195.1_ASM2757119v1/CP110352.1_provirus_4898020_4932778	GCA_027571195.1_ASM2757119v1_DS-1_4	DS-1	DS-1	100.00%
GCA_001451605.1_WH-SGI-V-07486/LLPS01000080.1_provirus_33759_71085	GCA_001451605.1_WH-SGI-V-07486_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_030016095.1_ASM3001609v1/JASARJ010000013.1_provirus_876_24885	GCA_030016095.1_ASM3001609v1_DS-14_2	DS-14	DS-14	100.00%
GCA_031373245.1_PDT001880980.1/DAPIHQ010000028.1_provirus_376_27753	GCA_031373245.1_PDT001880980.1_Gabija_1	Gabija	Gabija	100.00%
GCA_015736845.1_ASM1573684v1/JADSZC010000014.1_provirus_3_10860	GCA_015736845.1_ASM1573684v1_Old_exonuclease_5	Old_exonuclease	Old_exonuclease	100.00%
GCA_022555795.1_ASM2255579v1/JAJPNJ010000006.1_provirus_48718_85690	GCA_022555795.1_ASM2255579v1_PD-T7-4_3	PD-T7-4	PD-T7-4	100.00%
GCA_014040815.1_ASM1404081v1/JACEVA010000011.1_provirus_90048_141364	GCA_014040815.1_ASM1404081v1_HEC-04_1	HEC-04	HEC-04	100.00%
GCA_001451895.1_WH-SGI-V-07505/LLQL01000073.1_provirus_338849_379949	GCA_001451895.1_WH-SGI-V-07505_Hma_6	Hma	Hma	100.00%
GCA_001451895.1_WH-SGI-V-07505/LLQL01000073.1_provirus_338849_379949	GCA_001451895.1_WH-SGI-V-07505_HEC-08_5	HEC-08	HEC-08	100.00%
GCA_001451895.1_WH-SGI-V-07505/LLQL01000073.1_provirus_338849_379949	GCA_001451895.1_WH-SGI-V-07505_HEC-02_4	HEC-02	HEC-02	100.00%
GCA_017742015.1_ASM1774201v1/JAGHMP010000046.1_provirus_30901_39799	GCA_017742015.1_ASM1774201v1_CBASS_I_2	CBASS	CBASS_I	100.00%
GCA_024001365.1_PDT001348450.1/DAHPYW010000016.1_provirus_31122_67384	GCA_024001365.1_PDT001348450.1_PD-Lambda-5_12	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_023908805.1_ASM2390880v1/STPB01000031.1_provirus_17910_56863	GCA_023908805.1_ASM2390880v1_BstA_1	BstA	BstA	100.00%
GCA_031211205.1_ASM3121120v1/JAVAAP010000015.1_provirus_159780_198962	GCA_031211205.1_ASM3121120v1_ShosTA_13	ShosTA	ShosTA	100.00%
GCA_021681955.1_PDT000767811.1/DAFQRK010000081.1_provirus_2480_19207	GCA_021681955.1_PDT000767811.1_MazEF_4	MazEF	MazEF	100.00%
GCA_021681955.1_PDT000767811.1/DAFQRK010000087.1_provirus_2_4856	GCA_021681955.1_PDT000767811.1_Dazbog_3	Dazbog	Dazbog	49.89%
GCA_023699585.1_ASM2369958v1/JAMPJA010000016.1_provirus_18722_28112	GCA_023699585.1_ASM2369958v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_030541895.1_ASM3054189v1/JAUOAD010000035.1_provirus_13041_64576	GCA_030541895.1_ASM3054189v1_RM_Type_I_16	RM	RM_Type_I	100.00%
GCA_030541895.1_ASM3054189v1/JAUOAD010000035.1_provirus_13041_64576	GCA_030541895.1_ASM3054189v1_Septu_13	Septu	Septu	100.00%
GCA_001909645.1_ASM190964v1/MPUM01000012.1_provirus_57824_95064	GCA_001909645.1_ASM190964v1_PD-Lambda-5_18	PD-Lambda-5	PD-Lambda-5	100.00%
