Strain,Mash,Defense_Systems,Prophages,Target_Proteins,Spacer_Hit_Prophages
GCA_032469795.1,8,AbiU;CRISPR-Cas;DRT;HEC-02;HEC-08;Hma;Olokun;PD-Lambda-5;R-M;Thoeris,P0063;P0082,AmpD;DUF1615 protein;Gamp2;TBDR1;lipoprotein E family,P0001;P0007;P0010;P0012;P0014;P0019;P0021;P0026;P0032;P0037;P0038;P0045;P0047;P0049;P0052;P0057;P0059;P0060;P0065;P0068;P0070;P0071;P0072;P0083;P0084
GCA_032470135.1,8,AbiU;CRISPR-Cas;DRT;HEC-02;HEC-08;Hma;Olokun;PD-Lambda-5;R-M;Thoeris,P0063;P0082,AmpD;DUF1615 protein;Gamp2;TBDR1;lipoprotein E family,P0001;P0007;P0010;P0012;P0014;P0019;P0021;P0026;P0032;P0037;P0038;P0045;P0047;P0049;P0052;P0057;P0059;P0060;P0065;P0068;P0070;P0071;P0072;P0083;P0084
GCA_023918005.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0054;P0059;P0060;P0074;P0081;P0087
GCA_023934365.1,9,R-M;SanaTA,P0029,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0054;P0059;P0060;P0074;P0081;P0087
GCA_028608845.1,9,R-M;RloC;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0054;P0059;P0060;P0074;P0081;P0087
GCA_950100865.1,9,R-M;RloC;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963426835.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963428885.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963429565.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963429865.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963431255.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963432055.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963435035.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963441005.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963442955.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963443335.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963443625.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963445285.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963448035.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963449305.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963449995.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0074;P0081;P0087
GCA_963453625.1,9,R-M;SanaTA,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0015;P0016;P0040;P0043;P0044;P0046;P0047;P0049;P0054;P0059;P0060;P0065;P0074;P0081;P0087
GCA_963428565.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0029;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963429875.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0029;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963431835.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0029;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963434255.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963438845.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963440145.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963440265.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0029;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963444175.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0029;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963444795.1,10,AbiAlpha;CRISPR-Cas;Hypnos;Lamassu-Fam;Prithvi,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963446365.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963447505.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963450595.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_963454195.1,10,CRISPR-Cas;Lamassu-Fam,P0029;P0082,DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0017;P0021;P0037;P0039;P0040;P0041;P0043;P0047;P0049;P0050;P0052;P0057;P0060;P0065;P0067;P0070;P0071;P0083
GCA_023904955.1,11,CRISPR-Cas;Lamassu-Fam;Olokun;R-M,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0006;P0007;P0012;P0014;P0017;P0019;P0021;P0023;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0047;P0048;P0052;P0057;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0081;P0083;P0084
GCA_023905175.1,11,CRISPR-Cas;Lamassu-Fam;Olokun;R-M,P0013;P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0006;P0007;P0012;P0014;P0017;P0019;P0021;P0023;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0047;P0048;P0049;P0054;P0057;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0073;P0081;P0083;P0084
GCA_025791435.1,12,CRISPR-Cas;Gao_Iet;Lamassu-Fam;Old_exonuclease;Olokun;R-M;Shedu,P0061,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0045;P0047;P0049;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0073;P0074;P0081;P0082;P0083;P0084
GCA_025791455.1,12,CRISPR-Cas;Gao_Iet;Lamassu-Fam;Old_exonuclease;Olokun;R-M;Shedu,P0061;P0071,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0045;P0047;P0049;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0073;P0074;P0081;P0082;P0083;P0084
GCA_025791465.1,12,CRISPR-Cas;Gao_Iet;Lamassu-Fam;Old_exonuclease;Olokun;R-M;Shedu,P0061,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0045;P0047;P0049;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0073;P0074;P0081;P0082;P0083;P0084
GCA_001453145.1,13,Borvo;CRISPR-Cas,P0029;P0082,AmpD;DUF1615 protein;lipoprotein E family,P0001;P0007;P0011;P0012;P0015;P0016;P0017;P0019;P0021;P0026;P0034;P0038;P0039;P0040;P0045;P0046;P0047;P0048;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0071;P0081;P0084;P0087
GCA_015680725.1,13,Lamassu-Fam;R-M,P0029;P0033;P0064;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0016;P0019;P0026;P0032;P0037;P0047;P0060;P0084
GCA_015734075.1,13,Borvo;Olokun;PD-T7-2;R-M;SoFIC,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0019;P0022;P0027;P0029;P0032;P0038;P0041;P0045;P0047;P0048;P0049;P0050;P0053;P0059;P0065;P0071;P0081;P0082;P0083;P0084;P0089;P0090
GCA_015736405.1,13,Borvo;CRISPR-Cas;GAPS4;ShosTA;dCTPdeaminase,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0011;P0016;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0042;P0045;P0047;P0049;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0073;P0074;P0081;P0083;P0084
GCA_015764615.1,13,Borvo;CRISPR-Cas;GAPS4;ShosTA,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0011;P0016;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0042;P0045;P0047;P0049;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0073;P0074;P0081;P0083;P0084
GCA_017288095.1,13,Borvo;CRISPR-Cas;Gao_Qat;PD-T7-2;R-M,P0029;P0064;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0012;P0015;P0016;P0017;P0019;P0021;P0026;P0032;P0037;P0040;P0043;P0047;P0052;P0054;P0059;P0060;P0062;P0065;P0070;P0074;P0084;P0087
GCA_019434135.1,13,Olokun;R-M;SoFIC,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0019;P0022;P0029;P0032;P0038;P0041;P0045;P0048;P0053;P0059;P0065;P0081;P0082;P0083;P0084
GCA_025002885.1,13,Borvo;CRISPR-Cas;Gao_Iet;Septu,P0013;P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0007;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0021;P0022;P0026;P0032;P0034;P0037;P0038;P0040;P0042;P0043;P0044;P0045;P0046;P0047;P0048;P0054;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0073;P0074;P0079;P0081;P0083;P0084;P0087
GCA_028435405.1,13,Borvo;CRISPR-Cas;Dpd,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0007;P0012;P0015;P0017;P0019;P0021;P0026;P0034;P0038;P0039;P0040;P0047;P0048;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0071;P0081;P0084;P0087
GCA_033140625.1,13,Borvo;Gao_Qat;R-M,P0029;P0082,AmpD;DUF1615 protein;Gamp2,P0007;P0011;P0016;P0046;P0065
GCA_900144765.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900144775.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900144905.1,13,CRISPR-Cas;CapRel;DS-23;R-M;SoFIC,P0050,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900147495.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900147555.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900147625.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900147745.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900147995.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050,AmpD;DUF1615 protein;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900148285.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_900148295.1,13,CRISPR-Cas;CapRel;R-M;SoFIC,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0032;P0037;P0038;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0050;P0052;P0059;P0060;P0065;P0070;P0071;P0072;P0074;P0081;P0082;P0083
GCA_003193645.1,14,CRISPR-Cas;Hachiman;Lamassu-Fam;ShosTA;dCTPdeaminase,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0007;P0011;P0012;P0014;P0016;P0019;P0021;P0026;P0030;P0032;P0034;P0037;P0038;P0039;P0040;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0072;P0073;P0081;P0083;P0084;P0089;P0090
GCA_021706975.1,15,BREX;CRISPR-Cas;Gabija;R-M;SanaTA;dCTPdeaminase,P0050;P0082,AmpD;DUF1615 protein;lipoprotein E family,P0001;P0007;P0011;P0012;P0014;P0016;P0019;P0022;P0026;P0029;P0032;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0049;P0053;P0059;P0060;P0062;P0063;P0065;P0067;P0070;P0071;P0072;P0081;P0083;P0084
GCA_003633465.1,16,CRISPR-Cas;Mokosh;PrrC;R-M;Zorya;pAgo,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0022;P0026;P0027;P0032;P0034;P0037;P0038;P0039;P0040;P0041;P0043;P0044;P0045;P0046;P0047;P0049;P0052;P0054;P0057;P0059;P0060;P0062;P0065;P0067;P0068;P0070;P0071;P0074;P0076;P0081;P0083;P0084;P0087
GCA_003975835.1,16,CRISPR-Cas;DRT;GAPS4;Gabija;Lamassu-Fam;PrrC;R-M;dCTPdeaminase,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0074;P0076;P0081;P0083;P0084
GCA_013435615.1,16,CRISPR-Cas;DRT;GAPS4;Gabija;Lamassu-Fam;PrrC;R-M;dCTPdeaminase,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0040;P0041;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0074;P0076;P0081;P0083;P0084
GCA_017900915.1,16,BREX;CRISPR-Cas;DRT;Eleos;Gao_Her;Lamassu-Fam;PD-T7-2;PrrC;R-M;Septu;ShosTA;pAgo,P0029;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0041;P0043;P0045;P0046;P0048;P0049;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0072;P0073;P0081;P0083;P0084
GCA_018966705.1,16,CRISPR-Cas;DRT;Hachiman;PrrC;R-M;RosmerTA,P0029;P0045;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0019;P0034;P0037;P0038;P0043;P0045;P0046;P0047;P0048;P0049;P0059;P0060;P0062;P0065;P0067;P0069;P0070;P0071;P0072;P0074;P0081;P0083;P0084
GCA_021711975.1,16,CRISPR-Cas;CapRel;DRT;GAPS4;Lamassu-Fam;PrrC;R-M;Septu;Shango,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0009;P0011;P0012;P0013;P0014;P0016;P0017;P0019;P0022;P0026;P0032;P0037;P0038;P0040;P0041;P0043;P0045;P0046;P0047;P0048;P0049;P0059;P0060;P0065;P0070;P0076;P0080;P0081;P0083;P0084;P0085;P0086;P0088
GCA_025238085.1,16,CRISPR-Cas;Hachiman;Mokosh;PrrC;R-M;Septu;Zorya,P0017;P0029,AmpD;DUF1615 protein;lipoprotein E family,P0001;P0003;P0007;P0011;P0016;P0017;P0019;P0020;P0021;P0026;P0031;P0032;P0034;P0037;P0039;P0040;P0041;P0043;P0046;P0047;P0049;P0052;P0057;P0059;P0060;P0064;P0065;P0067;P0070;P0071;P0073;P0076;P0079;P0081;P0083;P0084
GCA_003633435.1,17,Borvo;CRISPR-Cas;Hachiman;Lamassu-Fam;PrrC;R-M,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0071;P0081;P0083
GCA_003633445.1,17,Borvo;CRISPR-Cas;Hachiman;Lamassu-Fam;PrrC;R-M,P0040;P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0071;P0081;P0083
GCA_002088225.1,18,CRISPR-Cas;DISARM;Gabija;Hachiman;PD-Lambda-5;PD-T7-2;R-M;Rst_HelicaseDUF2290,P0025;P0050,AmpD;DUF1615 protein;lipoprotein E family,P0007;P0011;P0012;P0014;P0016;P0017;P0032;P0037;P0038;P0042;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0070;P0071;P0074;P0081;P0083
GCA_000793005.1,19,AbiD;Avs;CRISPR-Cas;Gabija;R-M;Wadjet;Zorya,P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0004;P0007;P0008;P0009;P0015;P0016;P0017;P0018;P0019;P0020;P0021;P0023;P0024;P0025;P0026;P0030;P0032;P0034;P0037;P0040;P0042;P0043;P0044;P0046;P0047;P0049;P0052;P0054;P0055;P0056;P0057;P0058;P0059;P0060;P0062;P0065;P0067;P0070;P0071;P0072;P0074;P0077;P0078;P0081;P0083;P0084;P0087;P0088
GCA_001454335.1,19,Avs;BREX;CRISPR-Cas;R-M;Rst_DUF4238,P0050;P0082,AmpD;DUF1615 protein;lipoprotein E family,P0001;P0005;P0007;P0010;P0011;P0012;P0014;P0016;P0017;P0020;P0021;P0023;P0030;P0032;P0037;P0038;P0039;P0040;P0041;P0042;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0053;P0055;P0056;P0057;P0059;P0060;P0065;P0066;P0067;P0068;P0070;P0071;P0072;P0076;P0077;P0081;P0083;P0085
GCA_003837025.1,19,Avs;CRISPR-Cas;Gabija,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0015;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0042;P0043;P0044;P0046;P0047;P0049;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0072;P0074;P0083;P0084;P0087
GCA_003837195.1,19,Avs;BREX;CRISPR-Cas;R-M;Rst_DUF4238,P0050;P0082,AmpD;DUF1615 protein;lipoprotein E family,P0001;P0005;P0007;P0010;P0011;P0012;P0014;P0016;P0017;P0020;P0021;P0023;P0030;P0032;P0037;P0038;P0039;P0040;P0041;P0042;P0043;P0045;P0047;P0048;P0049;P0052;P0053;P0055;P0056;P0057;P0059;P0060;P0065;P0066;P0067;P0068;P0070;P0071;P0072;P0076;P0077;P0081;P0083;P0085
GCA_003837645.1,19,Avs;CRISPR-Cas;Gabija,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0007;P0015;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0040;P0042;P0043;P0044;P0046;P0047;P0049;P0052;P0054;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0072;P0074;P0083;P0084;P0087
GCA_004347045.1,19,All_UG;Avs;CRISPR-Cas;RloC,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0003;P0005;P0006;P0007;P0010;P0011;P0012;P0014;P0015;P0016;P0017;P0019;P0020;P0021;P0023;P0026;P0030;P0032;P0038;P0039;P0040;P0041;P0043;P0044;P0045;P0046;P0047;P0048;P0049;P0052;P0053;P0054;P0055;P0056;P0057;P0059;P0060;P0062;P0065;P0066;P0067;P0068;P0069;P0070;P0071;P0072;P0074;P0077;P0081;P0083;P0084;P0085;P0087
GCA_015737435.1,19,Avs;CRISPR-Cas;Gao_Qat;Mokosh;PD-T4-7;R-M;RloC;Shedu,P0050;P0082,AmpD;DUF1615 protein;Gamp2;lipoprotein E family,P0001;P0006;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0029;P0032;P0034;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0057;P0059;P0060;P0061;P0065;P0067;P0070;P0071;P0073;P0074;P0076;P0081;P0083;P0084
